track_name,artist,album,release_date,duration,popularity,explicit,lyrics,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,mood,negative,neutral,positive,compound
Unchained Melody,The Righteous Brothers,Just Once In My Life,1965-04-04,218013,78,0,woah love darl hunger touch long lone time time goe slowli time much still mine need love need love godspe love lone river flow sea sea open arm sea yeah lone river sigh wait wait come home wait woah love darl hunger hunger touch long lone time time goe slowli time much still mine need love need love godspe love mese righteou brother liveget ticket low might also likeemb,0.339,0.208,0.0,-16.725,1.0,0.0308,0.396,0.000519,0.18,0.288,98.54,3.0,0,0.158,0.489,0.353,0.9786
Falling Like The Stars,James Arthur,YOU,2019-10-18,211653,71,0,swear god come home go hold close swear god come home never let go like river flow ocean know pull close guid home need know fallin fast fallin like star fallin love scare say word safe fallin like star fallin love swear god see four kid sleep one knee hmm grown still girl club held hair much need know fallin fast fallin like star fallin love scare say word safe fallin like star fallin love see jame arthur liveget ticket low might also like swear god everi day take away without babe lose way oh love love oh love love oh love love oh love love oh love love oh love fallin like star need know fallin fast fallin like star fallin love scare say word safe fallin like star fallin loveemb,0.552,0.347,6.0,-9.542,1.0,0.0303,0.79,2.15e-06,0.111,0.173,113.809,4.0,0,0.086,0.421,0.493,0.9982
Just Hold On,Steve Aoki,Just Hold On,2016-12-10,198774,58,0,wish could build time machin could see thing one see feel like stand edg look star wish chapter end close book never read go stori done becom ohohoh ohohoh oh goe wrong ohohoh ohohoh oh darl hold sun goe come back world turn matter ohohoh ohohoh oh goe wrong darl hold ohohoh ohohoh oh darl hold ohohoh ohohoh oh might also like til said til die breath want say gone gave kept go chapter end close book never read go stori done becom ohohoh ohohoh oh goe wrong ohohoh ohohoh oh darl hold sun goe come back world turn matter ohohoh ohohoh oh goe wrong darl hold ohohoh ohohoh oh darl hold ohohoh ohohoh oh goe wrong ohohoh ohohoh oh darl hold ohohoh ohohoh oh goe wrong darl hold onemb,0.647,0.932,11.0,-3.515,1.0,0.0824,0.00383,1.5e-06,0.0574,0.374,114.991,4.0,0,0.148,0.761,0.091,-0.9118
Crying in the Club,Camila Cabello,Crying in the Club,2017-05-18,216391,68,0,think die without know lie tell fear lay alon forev true true true nah put arm around tonight let music lift like never high open heart let music lift like never free til feel sunris let music warm bodi like heat thousand fire heat thousand fire cri club hey hey let beat carri away tear fall babi cri club hey hey littl faith tear turn ecstasi cri club cri club cri club see camila cabello liveget ticket low might also like may think die without know lie told fear never meet anoth pure true true true nah put arm around tonight let music lift like never high open heart let music lift like never free til feel sunris let music warm bodi like heat thousand fire heat thousand fire cri club hey hey let beat carri away tear fall babi cri club hey hey littl faith tear turn ecstasi cri club cri club cri club think die without know lie tell fear lay alon forev true true true said cri cri club cri said cri cri club cri whoa cri club hey hey let beat carri away tear fall babi cri club hey hey littl faith tear turn ecstasi cri club cri club cri club cri cri cri cri club cri cri cri cri club,0.334,0.617,6.0,-5.834,0.0,0.383,0.334,0.0,0.163,0.603,85.227,4.0,1,0.171,0.633,0.196,0.6072
All For Us,Labrinth,Imagination & the Misfit Kid,2019-11-21,191710,71,0,oh take us take take us oh love love take us love yeaheah yeaheah much system famin famin money mia pocket hella empti mama make end meet make end meet work like slave mississippi ayi ayi daddi home father father got man michael corleon homegrown sister brother fam yeah tell labbi ayi oh oh oh oh love yeah oh oh oh oh give world oh oh oh oh mona lisa smile oh oh oh oh hey oh oh oh oh hell life oh oh oh oh make king oh oh oh oh star eye oh oh oh oh guilti innoc love infinit give need prison bitch pleas hand stickup might also like hey take yeaheah take us love yeaheah yeaheah guess figur two time two alway equat one dreamer selfish come hope one come back remind go disappear good night good night good night good night good night take us love yeaheah yeaheahemb,0.46,0.66,3.0,-6.642,1.0,0.0652,0.0108,0.000139,0.34,0.18,141.722,4.0,0,0.091,0.613,0.296,0.9918
Feeling Whitney,Post Malone,Stoney (Deluxe),2016-12-09,257265,72,1,look someon ooh ooh ooh ooh ooh oohooh ooh ooh ooh ooh ooh oohooh ooh ooh ooh ooh ooh oohooh ooh look someon put bullshit even leav bedroom keep pour seen light day sinc well import long feel whitney homi sip houston car cloth thought winnin knew lose told wake clock alway stay snooz done find peac knowin alway broken hopin show emot code act hard need friend boy man ooh ooh ooh ooh ooh oohooh ooh ooh ooh ooh ooh oohooh ooh ooh ooh ooh ooh oohooh ooh see post malon liveget ticket low might also like look someon buy drug seem like everi plug ran east utah becam mormon drought come around feel like one depend sober ugh eighti beer tuesday night noth put littl dwight sang happi tune lit cigarett step door appear drank find peac knowin alway broken hopin show emot code act hard need friend boy man ooh ooh ooh ooh ooh oohooh ooh ooh ooh ooh ooh oohooh ooh ooh ooh ooh ooh oohooh oohemb,0.412,0.227,0.0,-12.696,1.0,0.0359,0.787,4.69e-06,0.282,0.226,80.111,4.0,0,0.105,0.812,0.083,-0.5267
BAD!,XXXTENTACION,SKINS,2018-12-07,94245,76,0,yeah shawti heard bad word profan someth like bad word want love call girl go go turn around shawti heard bad word profan someth like bad word want love call girl go go turn around love way movin might insan yeah love pain yeah feel brain yeah oh realiz want hit right get go right shawti heard bad word profan someth like bad word want love call girl go go turn around shawti heard bad word profan someth like bad word want love call girl go go turn around love way movin nowyou might also like,0.78,0.492,5.0,-3.4,0.0,0.0671,0.0643,0.0313,0.174,0.374,143.983,4.0,0,0.203,0.427,0.37,0.9633
my boy,Billie Eilish,dont smile at me,2017-12-22,170852,71,0,three four babada babadabada mmm mmm boy bein su shadi enough shadow boy love friend like love split end mean cut boy boy boy love like promis boy boy boy man sure hell honest boy bein su know cuss sound like tryna father boy ugli crier pretti liar mean said would chang boy boy boy love like promis boy boy boy man sure hell honest might also like boy mymi boy friend lovelov ii lovelov split end boy love love love love love love mymi boy love love love love love love boy love love love love love love love love alright dude go trip knife boy boy boy love like promis boy boy boy man sure hell honest want well got mine want good girl goodby want well got mine want good girl goodby,0.692,0.394,11.0,-8.745,0.0,0.207,0.472,0.000191,0.117,0.324,89.936,4.0,0,0.073,0.313,0.613,0.9992
Angels,Robbie Williams,Life Thru A Lens,1997-01-01,265000,76,0,sit wait angel contempl fate know place go grey old told salvat let us wing unfold lie bed thought run head feel love dead love angel instead offer protect lot love affect whether right wrong waterfal wherev may take know life break come call forsak love angel instead feel weak pain walk oneway street look know alway bless love feel grow breath flesh bone love dead love angel instead see robbi william liveget ticket low might also like offer protect lot love affect whether right wrong waterfal wherev may take know life break come call forsak love angel instead offer protect lot love affect whether right wrong waterfal wherev may take know life break come call forsak love angel insteademb,0.429,0.594,4.0,-6.251,1.0,0.0277,0.156,4.95e-06,0.1,0.236,150.22,4.0,0,0.144,0.523,0.333,0.9885
Get Busy,Sean Paul,Dutty Rock (20th Anniversary),2022-11-11,211666,77,0,shake dat ting miss cana cana shake dat ting miss annabella shake dat ting yo donna donna jodi rebecca woman get busi ju shake dat booti nonstop di beat drop ju keep swingin get jiggi get crunk percol anyt yuh waan fi call oscil yuh hip take piti mi waan fi see yuh get live pon di riddim mi ride mi lyric ah provid electr gyal nobodi cyaan tell yuh nuttin cah yuh done know yuh destini yo sexi ladi waan par wid us inna di car wid us dem nah war wid us inna di club dem waan flex wid us get next us dem cyaan vex wid us di day mi born jah ignit mi flame gyal ah call mi name mi fame good girl turn til earli morn let us get see sean paul liveget ticket low might also like let us get til earli morn girl good ju turn gyal sweat get agit ju gwaan rotat cah anyt want know must get yuh name ah mention eas di tension gyal run di program ju gwaan pet good time gyal free unuh mind cah nobodi cyaan di yo man let cah di number one gyal wave yo hand mek dem see yo weddin band yo sexi ladi waan par wid us inna di car wid us dem nah war wid us inna di club dem waan flex wid us get next us dem nah vex wid us di day mi born jah ignit mi flame gyal ah call mi name mi fame good girl turn til earli morn let us get let us get til earli morn girl good ju turn woman get busi ju shake dat booti nonstop di beat drop ju keep swingin get jiggi get crunk percol anyt yuh waan fi call oscil yuh hip take piti mi waan fi see yuh get live di riddim ah ride mi lyric ah provid electr gyal nobodi cyaan tell yuh nuttin cah yuh done know yuh destini yo sexi ladi waan par wid us inna di car wid us dem nah war wid us inna di club dem waan flex wid us get next us dem cyaan vex wid us di day mi born jah ignit mi flame gyal ah call mi name mi fame good girl turn til earli morn let us get let us get til earli morn girl good ju turn yo shake dat ting miss cana cana shake dat ting yo annabella shake dat ting miss donna donna yo miss jodi di one name rebecca yo shake dat ting yo joanna shake dat ting yo annabella shake dat ting miss cana cana dutti yeah yo yo ayi waan mi go den sexi ladi waan par wid us inna di car wid us dem nah war wid us inna di club dem waan flex wid us fi get next us dem nah vex wid us di day mi born jah ignit mi flame gyal ah call mi name mi fame good girl turn til earli morn let us get let us get til earli morn girl good ju turn yo sexi ladi waan par wid us inna di car wid us dem nah war wid us inna di club dem waan flex wid us get next wid us dem nah vex wid us di day mi born jah ignit mi flame gyal ah call mi name yo mi fame good girl turn til earli morn let us get let us get til earli morn good ju turn let us get til earli morn good ju turn onemb,0.741,0.824,10.0,-4.143,0.0,0.0352,0.614,0.0,0.158,0.725,100.216,4.0,1,0.101,0.804,0.095,0.8591
